locus_tag,state,FUN,KO,KA,COG,CA,NCBI,baseMean.WT,log2FoldChange.WT,lfcSE.WT,stat.WT,pvalue.WT,padj.WT,WT1IN.WT,WT3IN.WT,WT1NFR5.WT,WT3NFR5.WT,WT1GIFU.WT,WT3GIFU.WT,WT1COL0.WT,WT3COL0.WT,baseMean.NS,log2FoldChange.NS,lfcSE.NS,stat.NS,pvalue.NS,padj.NS,NS1IN.NS,NS3IN.NS,NS1NFR5.NS,NS3NFR5.NS,NS1GIFU.NS,NS3GIFU.NS,NS1COL0.NS,NS3COL0.NS
R7A2020_18170,NS-PL-CE,C,K00111,glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],C,Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family,glycerol-3-phosphate dehydrogenase,312.18597423101295,-1.114368175947625,1.1189013377238284,4.738883657013162,0.19194675033559244,0.7617641155883198,66.67177405152975,134.51771861682278,168.73912411983358,373.7072114923933,538.9934137982765,40.45105201126346,760.7991107396123,413.60838901837184,343.51665389981974,0.7196617792358649,1.0609875244124125,0.7839375598158398,0.8533049730584374,0.9816449669656677,667.6560350310999,167.35162853216704,226.328579612043,623.7160632265148,285.3816478964964,261.5617682933639,464.89736930672404,51.24013930014863
R7A2020_18170,WT-IN-ES,C,K00111,glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],C,Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family,glycerol-3-phosphate dehydrogenase,312.18597423101295,-1.114368175947625,1.1189013377238284,4.738883657013162,0.19194675033559244,0.7617641155883198,66.67177405152975,134.51771861682278,168.73912411983358,373.7072114923933,538.9934137982765,40.45105201126346,760.7991107396123,413.60838901837184,343.51665389981974,0.7196617792358649,1.0609875244124125,0.7839375598158398,0.8533049730584374,0.9816449669656677,667.6560350310999,167.35162853216704,226.328579612043,623.7160632265148,285.3816478964964,261.5617682933639,464.89736930672404,51.24013930014863
R7A2020_18170,PL-NS-UE,C,K00111,glycerol-3-phosphate dehydrogenase [EC:1.1.5.3],C,Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family,glycerol-3-phosphate dehydrogenase,312.18597423101295,-1.114368175947625,1.1189013377238284,4.738883657013162,0.19194675033559244,0.7617641155883198,66.67177405152975,134.51771861682278,168.73912411983358,373.7072114923933,538.9934137982765,40.45105201126346,760.7991107396123,413.60838901837184,343.51665389981974,0.7196617792358649,1.0609875244124125,0.7839375598158398,0.8533049730584374,0.9816449669656677,667.6560350310999,167.35162853216704,226.328579612043,623.7160632265148,285.3816478964964,261.5617682933639,464.89736930672404,51.24013930014863
R7A2020_20925,NS-IN-ES,C,K06871,uncharacterized protein,C,"Elongator protein 3, MiaB family, Radical SAM",His-Xaa-Ser system radical SAM maturase HxsB,312.7626090702015,-2.6212980875670926,1.1820902802872955,6.427217798595677,0.09257747288051528,0.6064151486101862,164.45704266044007,160.79071053417098,235.6845374934632,6.334020533769378,274.86873427918755,169.58325650875832,775.8431609519774,714.539409599845,267.3595140417532,0.37773576856264207,0.9643632491669857,3.2819269168593905,0.35016601307622996,0.8372785872684497,124.56269310281715,371.38306605768577,548.218115060282,248.25540674476414,120.39538270633443,113.10779169442763,183.90289056113653,429.05076640657785
R7A2020_20925,WT-IN-ES,C,K06871,uncharacterized protein,C,"Elongator protein 3, MiaB family, Radical SAM",His-Xaa-Ser system radical SAM maturase HxsB,312.7626090702015,-2.6212980875670926,1.1820902802872955,6.427217798595677,0.09257747288051528,0.6064151486101862,164.45704266044007,160.79071053417098,235.6845374934632,6.334020533769378,274.86873427918755,169.58325650875832,775.8431609519774,714.539409599845,267.3595140417532,0.37773576856264207,0.9643632491669857,3.2819269168593905,0.35016601307622996,0.8372785872684497,124.56269310281715,371.38306605768577,548.218115060282,248.25540674476414,120.39538270633443,113.10779169442763,183.90289056113653,429.05076640657785
R7A2020_05395,NS-IN-ES,C,K01507,inorganic pyrophosphatase [EC:3.6.1.1],C,Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions,inorganic diphosphatase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_05395,WT-IN-ES,C,K01507,inorganic pyrophosphatase [EC:3.6.1.1],C,Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions,inorganic diphosphatase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_04720,NS-IN-ES,C,K00024,malate dehydrogenase [EC:1.1.1.37],C,Catalyzes the reversible oxidation of malate to oxaloacetate,malate dehydrogenase,66.14120484152635,-3.887290066475242,2.597824410424272,6.155774700738277,0.1042725661459393,0.6306214031570424,41.48465940984074,169.1980679477224,0,2.111340177923126,285.61278903928604,0,20.416925288209935,10.305856869228535,76.6122283484042,0.9542404722321978,2.0428728840650825,11.553088342276979,0.009081951332931671,0.19584158441639954,291.47670186059213,243.0037345809549,50.295239913787334,0,2.2295441241913783,0,14.278174733007495,11.614431574700356
R7A2020_04720,WT-IN-ES,C,K00024,malate dehydrogenase [EC:1.1.1.37],C,Catalyzes the reversible oxidation of malate to oxaloacetate,malate dehydrogenase,66.14120484152635,-3.887290066475242,2.597824410424272,6.155774700738277,0.1042725661459393,0.6306214031570424,41.48465940984074,169.1980679477224,0,2.111340177923126,285.61278903928604,0,20.416925288209935,10.305856869228535,76.6122283484042,0.9542404722321978,2.0428728840650825,11.553088342276979,0.009081951332931671,0.19584158441639954,291.47670186059213,243.0037345809549,50.295239913787334,0,2.2295441241913783,0,14.278174733007495,11.614431574700356
R7A2020_15900,NS-IN-ES,C,K00330,NADH-quinone oxidoreductase subunit A [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15900,WT-IN-ES,C,K00330,NADH-quinone oxidoreductase subunit A [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15905,NS-IN-ES,C,K00331,NADH-quinone oxidoreductase subunit B [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit B,39.955698444203136,-1.1721798996639434,3.4361395403854784,12.386177526329604,0.006170839460059157,0.19022644917884324,105.19324350352473,210.1839353387856,0,0,3.581351586699512,0,0,0.6870571246152356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15905,WT-IN-ES,C,K00331,NADH-quinone oxidoreductase subunit B [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit B,39.955698444203136,-1.1721798996639434,3.4361395403854784,12.386177526329604,0.006170839460059157,0.19022644917884324,105.19324350352473,210.1839353387856,0,0,3.581351586699512,0,0,0.6870571246152356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15910,NS-IN-ES,C,K00332,NADH-quinone oxidoreductase subunit C [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15910,WT-IN-ES,C,K00332,NADH-quinone oxidoreductase subunit C [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15915,NS-IN-ES,C,K00333,NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15915,WT-IN-ES,C,K00333,NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15920,NS-IN-ES,C,K00334,NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],C,COG1905 NADH ubiquinone oxidoreductase 24 kD subunit,NADH-quinone oxidoreductase subunit E,390.55622697535875,-0.9531211587408773,1.0299653990162974,2.7273978740979743,0.43559137408508575,0.8895840689193717,683.0152852834493,362.5672884594052,58.69186925907255,515.1670034132427,205.03237833854703,189.80878251439006,232.10820327649188,878.0590052582711,207.44081686238434,1.2064575828763275,1.0271274654757423,1.971176879530887,0.5784105519176362,0.9364348069381433,90.93076596505652,251.02744279825058,188.6071496767025,336.47840253009355,346.69411131175934,218.13645541068186,82.81341345144347,144.83879375508678
R7A2020_15920,WT-IN-ES,C,K00334,NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],C,COG1905 NADH ubiquinone oxidoreductase 24 kD subunit,NADH-quinone oxidoreductase subunit E,390.55622697535875,-0.9531211587408773,1.0299653990162974,2.7273978740979743,0.43559137408508575,0.8895840689193717,683.0152852834493,362.5672884594052,58.69186925907255,515.1670034132427,205.03237833854703,189.80878251439006,232.10820327649188,878.0590052582711,207.44081686238434,1.2064575828763275,1.0271274654757423,1.971176879530887,0.5784105519176362,0.9364348069381433,90.93076596505652,251.02744279825058,188.6071496767025,336.47840253009355,346.69411131175934,218.13645541068186,82.81341345144347,144.83879375508678
R7A2020_15935,NS-IN-ES,C,K00336,NADH-quinone oxidoreductase subunit G [EC:7.1.1.2],C,NADH-quinone oxidoreductase,NADH-quinone oxidoreductase subunit G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15935,WT-IN-ES,C,K00336,NADH-quinone oxidoreductase subunit G [EC:7.1.1.2],C,NADH-quinone oxidoreductase,NADH-quinone oxidoreductase subunit G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15950,NS-IN-ES,C,K00339,NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],C,Belongs to the complex I subunit 6 family,NADH-quinone oxidoreductase subunit J,87.55928719896423,-6.3679495462016025,2.137834823606322,9.511693921150126,0.02320728160437606,0.35923831903123016,189.6441573021291,33.629429654205694,5.502362743038051,0,4.47668948337439,7.779048463704511,456.6943814468011,2.7482284984609424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15950,WT-IN-ES,C,K00339,NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],C,Belongs to the complex I subunit 6 family,NADH-quinone oxidoreductase subunit J,87.55928719896423,-6.3679495462016025,2.137834823606322,9.511693921150126,0.02320728160437606,0.35923831903123016,189.6441573021291,33.629429654205694,5.502362743038051,0,4.47668948337439,7.779048463704511,456.6943814468011,2.7482284984609424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15960,NS-IN-ES,C,K00341,NADH-quinone oxidoreductase subunit L [EC:7.1.1.2],CP,COG1009 NADH ubiquinone oxidoreductase subunit 5 (chain L) Multisubunit Na H antiporter MnhA subunit,NADH-quinone oxidoreductase subunit L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15960,WT-IN-ES,C,K00341,NADH-quinone oxidoreductase subunit L [EC:7.1.1.2],CP,COG1009 NADH ubiquinone oxidoreductase subunit 5 (chain L) Multisubunit Na H antiporter MnhA subunit,NADH-quinone oxidoreductase subunit L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15965,NS-IN-ES,C,K00342,NADH-quinone oxidoreductase subunit M [EC:7.1.1.2],C,NADH-quinone oxidoreductase chain,NADH-quinone oxidoreductase subunit M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15965,WT-IN-ES,C,K00342,NADH-quinone oxidoreductase subunit M [EC:7.1.1.2],C,NADH-quinone oxidoreductase chain,NADH-quinone oxidoreductase subunit M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15925,NS-IN-ES,C,K00335,NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain",NADH-quinone oxidoreductase subunit NuoF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15925,WT-IN-ES,C,K00335,NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain",NADH-quinone oxidoreductase subunit NuoF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15940,NS-IN-ES,C,K00337,NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone",NADH-quinone oxidoreductase subunit NuoH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15940,WT-IN-ES,C,K00337,NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone",NADH-quinone oxidoreductase subunit NuoH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15945,NS-IN-ES,C,K00338,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit NuoI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15945,WT-IN-ES,C,K00338,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit NuoI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15955,NS-IN-ES,C,K00340,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit NuoK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15955,WT-IN-ES,C,K00340,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit NuoK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_15970,NS-IN-ES,C,K00343,NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],C,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",NADH-quinone oxidoreductase subunit NuoN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
