locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym
R7A2020_00675,NA,formate dehydrogenase subunit alpha,K00123,formate dehydrogenase major subunit [EC:1.17.1.9],fdsA,C,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,fdhF,146637,149549,2913,1,FALSE
R7A2020_00680,NA,formate dehydrogenase accessory sulfurtransferase FdhD,K02379,FdhD protein,fdhD,C,Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH,fdhD,149552,150382,831,1,FALSE
R7A2020_00685,NA,formate dehydrogenase subunit delta,K00126,formate dehydrogenase subunit delta [EC:1.17.1.9],fdsD,S,NADH-dependant formate dehydrogenase delta subunit FdsD,R7A2020_00685,150372,150680,309,1,FALSE
R7A2020_00690,NA,alpha/beta fold hydrolase,NA,NA,NA,KT,"Serine aminopeptidase, S33",R7A2020_00690,150795,152348,1554,1,FALSE
R7A2020_00695,NA,carboxymuconolactone decarboxylase family protein,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],pcaC,S,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,R7A2020_00695,152457,152936,480,1,FALSE
R7A2020_00700,NA,nuclear transport factor 2 family protein,NA,NA,NA,S,SnoaL-like domain,R7A2020_00700,153021,153383,363,1,FALSE
R7A2020_00705,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00705,153421,153735,315,1,FALSE
R7A2020_00710,NA,gamma-aminobutyraldehyde dehydrogenase,K00137,aminobutyraldehyde dehydrogenase [EC:1.2.1.19],prr,C,Belongs to the aldehyde dehydrogenase family,R7A2020_00710,153917,155344,1428,-1,FALSE
R7A2020_00715,NA,ABC transporter permease,NA,NA,ydcV,E,"ABC-type spermidine putrescine transport system, permease component II",R7A2020_00715,155371,156186,816,-1,FALSE
R7A2020_00720,NA,ABC transporter permease,NA,NA,ydcU,E,"ABC-type spermidine putrescine transport system, permease component I",R7A2020_00720,156176,157144,969,-1,FALSE
R7A2020_00725,NA,ABC transporter ATP-binding protein,K02052,putative spermidine/putrescine transport system ATP-binding protein,ydcT,P,Belongs to the ABC transporter superfamily,R7A2020_00725,157141,158139,999,-1,FALSE
R7A2020_00730,NA,ABC transporter substrate-binding protein,K02055,putative spermidine/putrescine transport system substrate-binding protein,ydcS,E,Extracellular solute-binding protein,R7A2020_00730,158314,159468,1155,-1,FALSE
R7A2020_00735,NA,class I SAM-dependent methyltransferase,NA,NA,NA,Q,Putative methyltransferase,R7A2020_00735,159682,160527,846,-1,FALSE
R7A2020_00740,NA,helix-turn-helix domain-containing protein,NA,NA,NA,K,"MerR, DNA binding",R7A2020_00740,160604,161086,483,1,FALSE
R7A2020_00745,NA,LysR family transcriptional regulator,NA,NA,NA,K,LysR substrate binding domain,R7A2020_00745,161093,161998,906,-1,FALSE
R7A2020_00750,NA,DedA family protein,K03975,membrane-associated protein,dedA,S,SNARE associated Golgi protein,R7A2020_00750,162073,162690,618,-1,FALSE
R7A2020_00755,NA,phospholipid methyltransferase,K00570,phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71],NA,I,Phospholipid N-methyltransferase,R7A2020_00755,162687,163286,600,-1,FALSE
R7A2020_00760,NA,response regulator transcription factor,NA,NA,NA,T,"Transcriptional regulatory protein, C terminal",R7A2020_00760,163575,164249,675,1,FALSE
R7A2020_00765,NA,HAMP domain-containing histidine kinase,NA,NA,NA,T,PhoQ Sensor,R7A2020_00765,164260,165621,1362,1,FALSE
R7A2020_00770,NA,DeoR/GlpR transcriptional regulator,K02444,"DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor",NA,K,DeoR C terminal sensor domain,R7A2020_00770,165695,166471,777,-1,FALSE
R7A2020_00775,NA,phosphotransferase family protein,K07251,thiamine kinase [EC:2.7.1.89],NA,M,Choline kinase,R7A2020_00775,166898,167785,888,1,FALSE
R7A2020_00780,NA,FAD-dependent oxidoreductase,K00314,sarcosine dehydrogenase [EC:1.5.8.3],Sardh,E,Belongs to the GcvT family,R7A2020_00780,167782,170235,2454,1,FALSE
R7A2020_00785,NA,class I SAM-dependent methyltransferase,NA,NA,NA,S,Methyltransferase domain,R7A2020_00785,170232,170864,633,-1,FALSE
R7A2020_00790,NA,phosphotransferase family protein,K07251,thiamine kinase [EC:2.7.1.89],pck,M,Choline ethanolamine kinase,R7A2020_00790,170968,171870,903,1,FALSE
R7A2020_00795,DUFF,DUF805 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF805),R7A2020_00795,171899,172372,474,-1,FALSE
R7A2020_00800,NA,DMT family transporter,K15270,S-adenosylmethionine uptake transporter,MA20_44015,EG,EamA-like transporter family,R7A2020_00800,172642,173565,924,-1,FALSE
R7A2020_00805,NA,amidohydrolase family protein,K01485,cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21],codA,F,cytosine,R7A2020_00805,173673,174953,1281,-1,FALSE
R7A2020_00810,NA,ABC transporter ATP-binding protein,NA,NA,msbA,V,ABC transporter,R7A2020_00810,175106,176860,1755,1,FALSE
R7A2020_00815,E,dihydroxy-acid dehydratase,K01687,dihydroxy-acid dehydratase [EC:4.2.1.9],ilvD,E,Belongs to the IlvD Edd family,ilvD,176905,178749,1845,-1,FALSE
R7A2020_00820,K,winged helix-turn-helix transcriptional regulator,NA,NA,NA,K,"helix_turn_helix, Arsenical Resistance Operon Repressor",R7A2020_00820,178946,179290,345,1,FALSE
R7A2020_00825,NA,SRPBCC family protein,NA,NA,NA,S,Activator of Hsp90 ATPase homolog 1-like protein,R7A2020_00825,179310,179894,585,1,FALSE
R7A2020_00830,NA,VOC family protein,NA,NA,NA,S,3-demethylubiquinone-9 3-methyltransferase,R7A2020_00830,179942,180412,471,1,FALSE
R7A2020_00835,NA,peptide chain release factor 3,K02837,peptide chain release factor 3,prfC,J,"Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP",R7A2020_00835,180463,182055,1593,-1,FALSE
R7A2020_00840,NA,haloalkane dehalogenase,K01563,haloalkane dehalogenase [EC:3.8.1.5],dhaA,S,"Catalyzes hydrolytic cleavage of carbon-halogen bonds in halogenated aliphatic compounds, leading to the formation of the corresponding primary alcohols, halide ions and protons",R7A2020_00840,182154,183083,930,-1,FALSE
R7A2020_00845,NA,TetR family transcriptional regulator,K16137,"TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon",NA,K,Bacterial transcriptional repressor C-terminal,R7A2020_00845,183080,183673,594,-1,FALSE
R7A2020_00850,NA,FAD-binding oxidoreductase,NA,NA,NA,E,FAD dependent oxidoreductase,R7A2020_00850,183801,184868,1068,1,FALSE
R7A2020_00855,NA,amidase,K01426,amidase [EC:3.5.1.4],gatA3,J,Belongs to the amidase family,R7A2020_00855,184862,186235,1374,-1,FALSE
R7A2020_00860,NA,class II glutamine amidotransferase,K18802,glutamine amidotransferase,egtC,S,Glutamine amidotransferases class-II,R7A2020_00860,186396,187196,801,-1,FALSE
R7A2020_00865,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00865,187212,187460,249,-1,FALSE
R7A2020_00870,NA,Lrp/AsnC family transcriptional regulator,K05800,Lrp/AsnC family transcriptional regulator,NA,K,Transcriptional regulator,R7A2020_00870,187574,188044,471,1,FALSE
R7A2020_00875,F,dUTP diphosphatase,K01520,dUTP pyrophosphatase [EC:3.6.1.23],dut,F,"This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA",dut,188141,188626,486,1,FALSE
R7A2020_00880,NA,HAD family phosphatase,NA,NA,NA,S,"TIGRFAM haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED",R7A2020_00880,188626,189285,660,1,FALSE
R7A2020_00885,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00885,189357,190211,855,1,FALSE
R7A2020_00890,NA,oxaloacetate decarboxylase,NA,NA,NA,G,Phosphoenolpyruvate phosphomutase,R7A2020_00890,190285,191088,804,1,FALSE
R7A2020_00895,NA,sulfate transporter family protein,K06203,CysZ protein,cysZ,E,Etoposide-induced protein 2.4 (EI24),R7A2020_00895,191116,191814,699,-1,FALSE
R7A2020_00900,NA,EamA family transporter,NA,NA,MA20_35620,EG,permeases of the drug metabolite transporter (DMT) superfamily,R7A2020_00900,191909,192811,903,-1,FALSE
R7A2020_00905,NA,adenosine kinase,K00856,adenosine kinase [EC:2.7.1.20],frk,G,PFAM pfkB family carbohydrate kinase,R7A2020_00905,193058,194050,993,1,FALSE
R7A2020_00910,NA,DUF2384 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF2384),R7A2020_00910,194471,195163,693,1,FALSE
R7A2020_00915,NA,sensor domain-containing diguanylate cyclase,NA,NA,NA,T,PAS fold,R7A2020_00915,195217,196302,1086,-1,FALSE
R7A2020_00920,NA,NADP-dependent malic enzyme,K00029,malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],maeB,C,malic enzyme,R7A2020_00920,196481,198760,2280,-1,FALSE
R7A2020_00925,NA,DNA mismatch repair protein MutS,K03555,DNA mismatch repair protein MutS,mutS,L,that it carries out the mismatch recognition step. This protein has a weak ATPase activity,mutS,198975,201704,2730,1,FALSE
R7A2020_00930,NA,aldo/keto reductase,NA,NA,yeaE,S,Aldo/keto reductase family,R7A2020_00930,201705,202550,846,-1,FALSE
R7A2020_00935,NA,DUF305 domain-containing protein,NA,NA,NA,S,Domain of unknown function (DUF305),R7A2020_00935,202640,203032,393,-1,FALSE
R7A2020_00940,NA,heavy metal translocating P-type ATPase,K17686,P-type Cu+ transporter [EC:7.2.2.8],pacS,P,heavy metal translocating P-type ATPase,R7A2020_00940,203076,205595,2520,-1,FALSE
R7A2020_00945,NA,glycosyltransferase family 25 protein,K07270,"glycosyl transferase, family 25",lgtB,M,COG3306 Glycosyltransferase involved in LPS biosynthesis,R7A2020_00945,206014,206811,798,1,FALSE
R7A2020_00950,O,[protein-PII] uridylyltransferase,K00990,[protein-PII] uridylyltransferase [EC:2.7.7.59],glnD,O,"Modifies, by uridylylation and deuridylylation, the PII regulatory proteins (GlnB and homologs), in response to the nitrogen status of the cell that GlnD senses through the glutamine level. Under low glutamine levels, catalyzes the conversion of the PII proteins and UTP to PII-UMP and PPi, while under higher glutamine levels, GlnD hydrolyzes PII-UMP to PII and UMP (deuridylylation). Thus, controls uridylylation state and activity of the PII proteins, and plays an important role in the regulation of nitrogen",R7A2020_00950,206902,209703,2802,1,FALSE
R7A2020_00955,M,murein biosynthesis integral membrane protein MurJ,K03980,putative peptidoglycan lipid II flippase,murJ,S,Involved in peptidoglycan biosynthesis. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane,murJ,209750,211330,1581,1,FALSE
R7A2020_00960,NA,polysaccharide biosynthesis protein,NA,NA,NA,M,"dTDP-4-dehydrorhamnose 3,5-epimerase",R7A2020_00960,211496,212026,531,1,FALSE
R7A2020_00965,NA,glycosyltransferase,NA,NA,NA,S,Glycosyltransferase like family 2,R7A2020_00965,212027,213328,1302,1,FALSE
R7A2020_00970,J,tryptophan--tRNA ligase,K01867,tryptophanyl-tRNA synthetase [EC:6.1.1.2],trpS,J,Tryptophanyl-tRNA synthetase,trpS,213480,214547,1068,1,FALSE
R7A2020_00975,O,universal stress protein,NA,NA,uspA,T,Universal stress protein,R7A2020_00975,214842,215333,492,1,FALSE
R7A2020_00980,O,NifU family protein,K22074,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",nifU,O,Scaffold protein Nfu NifU,R7A2020_00980,215611,216180,570,1,FALSE
R7A2020_00985,NA,L,NA,NA,NA,S,"L,D-transpeptidase catalytic domain",R7A2020_00985,216334,216951,618,-1,FALSE
R7A2020_00990,NA,Cu(I)-responsive transcriptional regulator,K19591,"MerR family transcriptional regulator, copper efflux regulator",cueR,K,transcriptional,cueR,217176,217598,423,1,FALSE
R7A2020_00995,NA,hypothetical protein,NA,NA,NA,L,nuclease,R7A2020_00995,217767,218099,333,1,FALSE
R7A2020_01000,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_01000,218898,219065,168,1,FALSE
R7A2020_01005,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_01005,219134,219307,174,-1,FALSE
R7A2020_01010,NA,MmcB family DNA repair protein,NA,NA,MA20_23405,S,DNA repair protein MmcB-like,R7A2020_01010,219435,219935,501,1,FALSE
R7A2020_01015,NA,Na+/H+ antiporter NhaA,K03313,"Na+:H+ antiporter, NhaA family",nhaA,P,Na( ) H( ) antiporter that extrudes sodium in exchange for external protons,nhaA,219958,221154,1197,-1,FALSE
R7A2020_01020,T,ActR/PrrA/RegA family redox response regulator transcription factor,K15012,"two-component system, response regulator RegA",regA,T,COG4567 Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain,R7A2020_01020,221399,221935,537,-1,FALSE
R7A2020_01025,NA,ActS/PrrB/RegB family redox-sensitive histidine kinase,K15011,"two-component system, sensor histidine kinase RegB [EC:2.7.13.3]",regB,T,Histidine kinase,R7A2020_01025,222027,223358,1332,-1,FALSE
R7A2020_01030,NA,ATP-dependent helicase HrpB,K03579,ATP-dependent helicase HrpB [EC:3.6.4.13],hrpB,L,ATP-dependent helicase,hrpB,223385,225847,2463,-1,FALSE
R7A2020_01035,NA,DMT family transporter,K15270,S-adenosylmethionine uptake transporter,NA,EG,permeases of the drug metabolite transporter (DMT) superfamily,R7A2020_01035,225895,226782,888,-1,FALSE
R7A2020_01040,NA,PIG-L family deacetylase,K01463,N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-],NA,S,GlcNAc-PI de-N-acetylase,R7A2020_01040,226811,227500,690,1,FALSE
R7A2020_01045,NA,carbohydrate ABC transporter substrate-binding protein,NA,NA,NA,G,Bacterial extracellular solute-binding protein,R7A2020_01045,227786,229117,1332,1,FALSE
R7A2020_01050,NA,sugar ABC transporter permease,K02025,multiple sugar transport system permease protein,NA,G,Binding-protein-dependent transport system inner membrane component,R7A2020_01050,229228,230175,948,1,FALSE
R7A2020_01055,NA,carbohydrate ABC transporter permease,NA,NA,NA,G,"ABC-type sugar transport system, permease component",R7A2020_01055,230172,231122,951,1,FALSE
R7A2020_01060,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_01060,231125,231325,201,1,FALSE
R7A2020_01065,NA,ABC transporter ATP-binding protein,NA,NA,NA,E,TOBE domain,R7A2020_01065,231328,232440,1113,1,FALSE
R7A2020_01070,NA,ABC transporter ATP-binding protein,NA,NA,smoK,E,TOBE domain,R7A2020_01070,232433,233446,1014,1,FALSE
R7A2020_01075,NA,DAK2 domain-containing protein,K00863,triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15],dhaK,G,Dak2,R7A2020_01075,233516,235159,1644,1,FALSE
R7A2020_01080,NA,dihydroxyacetone kinase subunit L,K05879,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121],dhaL,S,Dihydroxyacetone kinase,dhaL,235232,235834,603,1,FALSE
R7A2020_01085,NA,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,K05881,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121],dhaM,S,"Dihydroxyacetone kinase, phosphotransfer",R7A2020_01085,235831,236220,390,1,FALSE
R7A2020_01090,NA,HPr family phosphocarrier protein,NA,NA,ptsH,G,PTS HPr component phosphorylation site,R7A2020_01090,236241,236543,303,1,FALSE
R7A2020_01095,NA,phosphoenolpyruvate--protein phosphotransferase,NA,NA,ptsI,G,General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr),ptsP,236585,238159,1575,1,FALSE
R7A2020_01100,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_01100,238169,238594,426,1,FALSE
R7A2020_01105,NA,dihydroxyacetone kinase subunit DhaK,K05878,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121],dhaK,G,Dihydroxyacetone kinase,dhaK,238626,239612,987,1,FALSE
R7A2020_01110,NA,propionyl-CoA synthetase,K01908,propionyl-CoA synthetase [EC:6.2.1.17],prpE,I,"PrpE from Ralstonia solanacearum can produce acetyl-, propionyl-, butyryl- and acrylyl-coenzyme A, and Salmonella enterica produces propionyl- and butyryl-coenzyme A",R7A2020_01110,240212,242119,1908,1,FALSE
R7A2020_01115,NA,acyltransferase,K16568,exopolysaccharide production protein ExoZ,NA,I,Acyltransferase family,R7A2020_01115,242357,243439,1083,1,FALSE
R7A2020_01120,NA,class I SAM-dependent methyltransferase,NA,NA,NA,S,Methyltransferase,R7A2020_01120,243607,244239,633,-1,FALSE
R7A2020_01125,NA,nuclear transport factor 2 family protein,K06893,uncharacterized protein,NA,S,SnoaL-like domain,R7A2020_01125,244312,244758,447,-1,FALSE
R7A2020_01130,NA,NADPH-dependent F420 reductase,K06988,8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40],NA,S,NADP oxidoreductase coenzyme F420-dependent,R7A2020_01130,244841,245443,603,-1,FALSE
R7A2020_01135,NA,glucose 1-dehydrogenase,NA,NA,NA,IQ,KR domain,R7A2020_01135,245475,246227,753,-1,FALSE
R7A2020_01140,NA,SDR family oxidoreductase,NA,NA,NA,IQ,Dehydrogenase,R7A2020_01140,246276,247010,735,-1,FALSE
R7A2020_01145,NA,LysR family transcriptional regulator,NA,NA,NA,K,LysR substrate binding domain,R7A2020_01145,247301,248191,891,1,FALSE
R7A2020_01150,M,polysaccharide biosynthesis tyrosine autokinase,K16554,polysaccharide biosynthesis transport protein,exoP,DM,protein involved in exopolysaccharide biosynthesis,R7A2020_01150,248281,250668,2388,-1,FALSE
R7A2020_01155,NA,UTP--glucose-1-phosphate uridylyltransferase,K00963,UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],galU,M,Nucleotidyl transferase,R7A2020_01155,250953,251849,897,-1,FALSE
R7A2020_01160,M,glycosyltransferase family 2 protein,K16555,succinoglycan biosynthesis protein ExoO [EC:2.4.-.-],exoO,M,Glycosyltransferase like family 2,R7A2020_01160,251924,252892,969,-1,FALSE
R7A2020_01165,M,glycosyltransferase family 2 protein,K16556,succinoglycan biosynthesis protein ExoM [EC:2.4.-.-],exoM,M,PFAM Glycosyl transferase family 2,R7A2020_01165,252882,253832,951,-1,FALSE
R7A2020_01170,NA,glycosyltransferase family 2 protein,K16557,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],exoA,M,PFAM Glycosyl transferase family 2,R7A2020_01170,253832,254821,990,-1,FALSE
R7A2020_01175,M,glycosyltransferase family 4 protein,K16558,succinoglycan biosynthesis protein ExoL [EC:2.-.-.-],exoL,M,"transferase activity, transferring glycosyl groups",R7A2020_01175,254838,256010,1173,-1,FALSE
R7A2020_01180,M,lipopolysaccharide biosynthesis protein,K03328,"polysaccharide transporter, PST family",gumJ,S,Membrane protein involved in the export of O-antigen and teichoic acid,R7A2020_01180,256198,257694,1497,1,FALSE
