# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* R7A2020_02005       K01695   90.73  357.4  3.1e-107 tryptophan synthase alpha chain [EC:4.2.1.20]
* R7A2020_02010       K01696  650.00  735.1  1.9e-221 tryptophan synthase beta chain [EC:4.2.1.20]
* R7A2020_02015       K01817  209.20  233.3   1.8e-69 phosphoribosylanthranilate isomerase [EC:5.3.1.24]
* R7A2020_02035       K05782  232.90  504.1  1.3e-151 benzoate membrane transport protein
* R7A2020_02045       K02520   43.67  250.1   1.3e-74 translation initiation factor IF-3
* R7A2020_02055       K02916   18.70   66.7   8.7e-19 large subunit ribosomal protein L35
* R7A2020_02060       K02887   47.10  212.3   3.2e-63 large subunit ribosomal protein L20
* R7A2020_02065       K01889  119.57  394.1    4e-118 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* R7A2020_02075       K01890  130.30  615.2  7.2e-185 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* R7A2020_02080       K09962   74.23  193.4   1.3e-57 uncharacterized protein
* R7A2020_02085       K05275  258.27  337.2  5.2e-101 pyridoxine 4-dehydrogenase [EC:1.1.1.65]
* R7A2020_02090       K03566  200.83  201.2   9.3e-60 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_02095       K12262   82.17  133.3   2.1e-39 superoxide oxidase [EC:1.10.3.17]
* R7A2020_02110       K07077  338.87  930.9  7.1e-281 uncharacterized protein
* R7A2020_02115       K01066  244.60  265.2   4.8e-79 acetyl esterase [EC:3.1.1.-]
* R7A2020_02120       K08299  319.20  399.6  2.4e-120 crotonobetainyl-CoA hydratase [EC:4.2.1.149]
* R7A2020_02120       K01692  227.87  238.8   4.9e-71 enoyl-CoA hydratase [EC:4.2.1.17]
* R7A2020_02130       K00249  298.80  386.1  1.1e-115 acyl-CoA dehydrogenase [EC:1.3.8.7]
* R7A2020_02135       K17735  369.80  515.0  5.5e-155 carnitine 3-dehydrogenase [EC:1.1.1.108]
* R7A2020_02145       K18013  112.57  290.7   5.1e-87 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
* R7A2020_02160       K01805  157.23  680.8  3.4e-205 xylose isomerase [EC:5.3.1.5]
* R7A2020_02170       K00854  373.30  447.9  2.9e-134 xylulokinase [EC:2.7.1.17]
* R7A2020_02185       K05834  158.67  203.8   6.6e-61 homoserine/homoserine lactone efflux protein
* R7A2020_02210       K04771  279.63  343.3  9.4e-103 serine protease Do [EC:3.4.21.107]
* R7A2020_02215       K00867  163.07  463.4  1.3e-139 type I pantothenate kinase [EC:2.7.1.33]
* R7A2020_02220       K01523  132.53  143.4   2.4e-42 phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]
* R7A2020_02225       K02500  279.70  473.8  1.9e-142 imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
* R7A2020_02235       K01814  253.37  332.8   1.2e-99 phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
* R7A2020_02245       K02501  242.47  295.0   2.7e-88 imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
* R7A2020_02255       K01693  294.00  331.3   1.2e-99 imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
* R7A2020_02260       K01419   80.57  364.3  2.6e-109 ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]
* R7A2020_02265       K00663   99.03  151.0   1.5e-44 aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]
* R7A2020_02275       K03667  294.97  742.7  1.8e-223 ATP-dependent HslUV protease ATP-binding subunit HslU
* R7A2020_02285       K00529  394.23  495.3  6.9e-149 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
* R7A2020_02290       K05710  107.47  122.4   8.3e-36 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
* R7A2020_02305       K17213  342.27  412.5  3.3e-124 inositol transport system substrate-binding protein
* R7A2020_02305       K10439  188.77  211.3     1e-62 ribose transport system substrate-binding protein
* R7A2020_02310       K17214  402.97  432.8  2.6e-130 inositol transport system permease protein
* R7A2020_02320       K00010  267.17  403.5  5.2e-121 myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
* R7A2020_02330       K01626   45.00  425.6  1.4e-127 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* R7A2020_02355       K03338  278.97  478.3  8.2e-144 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
* R7A2020_02360       K03336  444.50  956.9  1.4e-288 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]
* R7A2020_02365       K03335  130.80  334.5  3.2e-100 inosose dehydratase [EC:4.2.1.44]
* R7A2020_02375       K03337  151.67  356.1  6.3e-107 5-deoxy-glucuronate isomerase [EC:5.3.1.30]
* R7A2020_02385       K06162   97.60  501.7  5.9e-151 alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]
* R7A2020_02390       K05774  128.40  238.9     3e-71 ribose 1,5-bisphosphokinase [EC:2.7.4.23]
* R7A2020_02410       K02056  516.00  591.9  5.2e-178 simple sugar transport system ATP-binding protein [EC:7.5.2.-]
* R7A2020_02415       K10439  188.77  189.3   4.9e-56 ribose transport system substrate-binding protein
* R7A2020_02420       K02529  266.77  296.4   1.4e-88 LacI family transcriptional regulator
* R7A2020_02445       K07258  268.27  276.2   2.1e-82 serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
* R7A2020_02470       K11209  252.37  332.9  9.6e-100 GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
* R7A2020_02470       K00799   63.00  146.0   7.2e-43 glutathione S-transferase [EC:2.5.1.18]
* R7A2020_02475       K14660  542.97  619.4  9.9e-187 nodulation protein E [EC:2.3.1.-]
* R7A2020_02475       K09458  471.37  474.3  2.1e-142 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* R7A2020_02480       K14661   82.23  130.5   7.2e-39 nodulation protein F [EC:2.3.1.-]
* R7A2020_02480       K02078   39.70   46.1   2.1e-12 acyl carrier protein
* R7A2020_02485       K03190   62.60  205.8   3.9e-61 urease accessory protein
* R7A2020_02490       K01430  156.33  169.8   4.2e-51 urease subunit gamma [EC:3.5.1.5]
* R7A2020_02495       K09984   33.77  135.2   2.6e-40 uncharacterized protein
* R7A2020_02500       K03192   56.00  192.0   4.6e-57 urease accessory protein
* R7A2020_02505       K01429  173.30  195.3   3.6e-58 urease subunit beta [EC:3.5.1.5]
* R7A2020_02520       K01428  585.60 1091.6         0 urease subunit alpha [EC:3.5.1.5]
* R7A2020_02530       K00799   63.00  114.6   2.4e-33 glutathione S-transferase [EC:2.5.1.18]
* R7A2020_02535       K03187   36.53  198.2   5.4e-59 urease accessory protein
* R7A2020_02540       K03188   83.23  193.0   3.4e-57 urease accessory protein
* R7A2020_02550       K03189  169.97  393.2  7.3e-118 urease accessory protein
* R7A2020_02575       K03566  200.83  341.6  2.1e-102 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_02580       K10227  398.77  685.1  1.4e-206 sorbitol/mannitol transport system substrate-binding protein
* R7A2020_02580       K02027  183.17  224.3   1.2e-66 multiple sugar transport system substrate-binding protein
* R7A2020_02585       K10228  272.03  444.0  6.6e-134 sorbitol/mannitol transport system permease protein
* R7A2020_02590       K10229  288.73  413.5  1.4e-124 sorbitol/mannitol transport system permease protein
* R7A2020_02600       K21620  380.30  434.8  2.8e-131 galactitol 2-dehydrogenase [EC:1.1.1.16]
* R7A2020_02605       K00045  615.60  755.3  1.2e-227 mannitol 2-dehydrogenase [EC:1.1.1.67]
* R7A2020_02615       K00875  467.57  631.9  3.4e-190 D-ribulokinase [EC:2.7.1.47]
* R7A2020_02615       K14309  201.03  297.0   8.6e-89 nuclear pore complex protein Nup93
* R7A2020_02635       K02027  183.17  330.2   1.1e-98 multiple sugar transport system substrate-binding protein
* R7A2020_02640       K02027  183.17  185.9   4.8e-55 multiple sugar transport system substrate-binding protein
* R7A2020_02650       K03327  111.50  293.5   1.1e-87 multidrug resistance protein, MATE family
* R7A2020_02655       K08738   55.10   78.1   2.6e-22 cytochrome c
* R7A2020_02660       K01061   89.33   92.6   9.9e-27 carboxymethylenebutenolidase [EC:3.1.1.45]
* R7A2020_02665       K13652  210.67  303.5   1.1e-90 AraC family transcriptional regulator
* R7A2020_02670       K02029  219.70  244.4   9.5e-73 polar amino acid transport system permease protein
* R7A2020_02675       K02029  219.70  227.1   1.7e-67 polar amino acid transport system permease protein
* R7A2020_02680       K02030   84.53  110.7   2.5e-32 polar amino acid transport system substrate-binding protein
* R7A2020_02685       K18459  414.60  471.8  2.7e-142 guanidinopropionase [EC:3.5.3.17]
* R7A2020_02685       K01480  191.47  357.7  2.6e-107 agmatinase [EC:3.5.3.11]
* R7A2020_02690       K03566  200.83  336.4  7.7e-101 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_02695       K00763  119.67  233.3     2e-69 nicotinate phosphoribosyltransferase [EC:6.3.4.21]
* R7A2020_02715       K01997  145.03  275.6   2.2e-82 branched-chain amino acid transport system permease protein
* R7A2020_02725       K01995  308.13  339.4  1.4e-101 branched-chain amino acid transport system ATP-binding protein
* R7A2020_02725       K10822  138.23  218.4   2.9e-65 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_02730       K01996  300.07  304.7   2.8e-91 branched-chain amino acid transport system ATP-binding protein
* R7A2020_02730       K10822  138.23  177.1   1.3e-52 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_02740       K08281  104.53  244.1   8.4e-73 nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
* R7A2020_02750       K07469  900.07 1263.8         0 aldehyde oxidoreductase [EC:1.2.99.7]
* R7A2020_02755       K20449  562.40  854.2  1.1e-257 6-hydroxynicotinate reductase [EC:1.3.7.1]
* R7A2020_02760       K09740  138.17  258.4   2.9e-77 uncharacterized protein
* R7A2020_02770       K22296  142.30  183.4   1.7e-54 MarR family transcriptional regulator, lower aerobic nicotinate degradation pathway regulator
* R7A2020_02775       K01092  209.10  270.2   9.8e-81 myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
* R7A2020_02790       K11744  221.00  242.5   3.3e-72 AI-2 transport protein TqsA
* R7A2020_02805       K11741  109.03  150.6   1.8e-44 quaternary ammonium compound-resistance protein SugE
* R7A2020_02815       K14696  180.67  247.0   1.3e-73 solute carrier family 30 (zinc transporter), member 9
* R7A2020_02830       K09760  151.77  267.7   8.1e-80 DNA recombination protein RmuC
* R7A2020_02835       K01462   43.80  239.0   1.9e-71 peptide deformylase [EC:3.5.1.88]
* R7A2020_02840       K00604  258.20  348.2  3.2e-104 methionyl-tRNA formyltransferase [EC:2.1.2.9]
* R7A2020_02845       K03824   70.23  170.6   1.7e-50 putative acetyltransferase [EC:2.3.1.-]
* R7A2020_02850       K06173  175.90  259.9   1.8e-77 tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
* R7A2020_02860       K01439  281.40  398.9  1.3e-119 succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]
* R7A2020_02865       K00077   74.90  204.7   8.1e-61 2-dehydropantoate 2-reductase [EC:1.1.1.169]
* R7A2020_02885       K00674  143.33  284.7   5.2e-85 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]
* R7A2020_02895       K07025  118.60  122.4   8.8e-36 putative hydrolase of the HAD superfamily
* R7A2020_02930       K18301  171.20  200.6   1.5e-59 TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
* R7A2020_02935       K07032   79.13  130.4   2.8e-38 uncharacterized protein
* R7A2020_02940       K00500  211.90  300.1     9e-90 phenylalanine-4-hydroxylase [EC:1.14.16.1]
* R7A2020_02945       K03719  132.03  180.4   1.4e-53 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* R7A2020_02950       K04034  251.97  339.9  1.4e-101 anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]
* R7A2020_02955       K09022   77.73   97.3   4.1e-28 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* R7A2020_02960       K00930  224.20  450.7  2.4e-135 acetylglutamate kinase [EC:2.7.2.8]
* R7A2020_02965       K01426  221.77  318.3   4.3e-95 amidase [EC:3.5.1.4]
* R7A2020_02970       K03088   66.33  136.5   5.2e-40 RNA polymerase sigma-70 factor, ECF subfamily
* R7A2020_02985       K07305  199.97  227.3     1e-67 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
* R7A2020_02990       K03446  344.60  604.9  3.9e-182 MFS transporter, DHA2 family, multidrug resistance protein
* R7A2020_02995       K03543  288.20  425.7  7.3e-128 membrane fusion protein, multidrug efflux system
* R7A2020_03000       K18301  171.20  207.3   1.3e-61 TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
* R7A2020_03005       K03978  107.33  249.7   1.5e-74 GTP-binding protein
* R7A2020_03010       K18234  232.00  273.9   7.7e-82 virginiamycin A acetyltransferase [EC:2.3.1.-]
* R7A2020_03020       K03217  114.70  275.5     2e-82 YidC/Oxa1 family membrane protein insertase
* R7A2020_03025       K03536   42.63  110.5   3.8e-32 ribonuclease P protein component [EC:3.1.26.5]
* R7A2020_03030       K02914   25.17   72.2   1.1e-20 large subunit ribosomal protein L34
* R7A2020_03065       K05555  130.43  234.7   6.4e-70 cyclase [EC:4.-.-.-]
* R7A2020_03085       K19113  132.77  156.1   1.8e-46 acetyltransferase [EC:2.3.1.-]
* R7A2020_03125       K02073  150.60  340.0  8.2e-102 D-methionine transport system substrate-binding protein
* R7A2020_03125       K02072  132.57  187.8     1e-55 D-methionine transport system permease protein
* R7A2020_03130       K02071  342.20  512.2  8.3e-154 D-methionine transport system ATP-binding protein
* R7A2020_03130       K10822  138.23  172.9   2.3e-51 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_03135       K02072  132.57  329.0   1.5e-98 D-methionine transport system permease protein
* R7A2020_03140       K00605  310.43  368.7    2e-110 aminomethyltransferase [EC:2.1.2.10]
* R7A2020_03145       K02030   84.53  174.5   1.1e-51 polar amino acid transport system substrate-binding protein
* R7A2020_03150       K01474  599.33  764.5  3.4e-230 N-methylhydantoinase B [EC:3.5.2.14]
* R7A2020_03155       K01473  641.23  809.9  7.5e-244 N-methylhydantoinase A [EC:3.5.2.14]
* R7A2020_03155       K10701  162.25  168.4   8.7e-50 acetophenone carboxylase [EC:6.4.1.8]
* R7A2020_03160       K00528  133.93  186.0   4.4e-55 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
* R7A2020_03165       K01619   44.97  276.6   9.8e-83 deoxyribose-phosphate aldolase [EC:4.1.2.4]
* R7A2020_03170       K00128  595.00  715.2  2.5e-215 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
* R7A2020_03175       K18335  257.53  370.8    1e-111 2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]
* R7A2020_03180       K18336  336.97  442.3  5.4e-133 2,4-didehydro-3-deoxy-L-rhamnonate hydrolase [EC:3.7.1.26]
* R7A2020_03200       K10119  281.53  290.1   5.2e-87 raffinose/stachyose/melibiose transport system permease protein
* R7A2020_03210       K10117  229.07  287.9   7.1e-86 raffinose/stachyose/melibiose transport system substrate-binding protein
* R7A2020_03215       K07106  160.60  320.4   7.3e-96 N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
* R7A2020_03220       K18676  169.27  264.8   5.1e-79 glucosamine kinase [EC:2.7.1.8]
* R7A2020_03225       K03710  189.73  222.8   3.2e-66 GntR family transcriptional regulator
* R7A2020_03230       K00820  180.57  258.1   4.9e-77 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
* R7A2020_03235       K01443  141.67  384.0  4.6e-115 N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]
* R7A2020_03240       K00109  407.97  455.5  6.4e-137 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]
* R7A2020_03245       K02471  397.90  736.2  1.4e-221 vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
* R7A2020_03250       K18661  526.23  791.0  4.5e-238 malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
* R7A2020_03255       K15735  161.67  241.7   2.1e-72 GntR family transcriptional regulator, carbon starvation induced regulator
* R7A2020_03260       K01783  259.20  343.9  4.6e-103 ribulose-phosphate 3-epimerase [EC:5.1.3.1]
* R7A2020_03275       K04043  766.13  951.5  1.3e-286 molecular chaperone DnaK
* R7A2020_03280       K03686  395.97  505.5  6.3e-152 molecular chaperone DnaJ
* R7A2020_03285       K00570  102.70  187.2   1.5e-55 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
* R7A2020_03290       K19784  111.70  151.2   1.2e-44 chromate reductase, NAD(P)H dehydrogenase (quinone)
* R7A2020_03295       K01591  142.40  236.3   2.6e-70 orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
* R7A2020_03320       K22217  381.67  456.8  6.9e-138 sugar lactone lactonase
* R7A2020_03325       K01631  208.70  276.4   3.6e-83 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
* R7A2020_03330       K00883   66.47  447.4  2.8e-134 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]
* R7A2020_03335       K22215  377.47  421.6  2.9e-127 galactose dehydrogenase [EC:1.1.1.48 1.1.1.120]
* R7A2020_03340       K21023  318.10  506.6  5.4e-152 diguanylate cyclase [EC:2.7.7.65]
* R7A2020_03355       K23684  214.53  304.6   3.1e-91 dolichol-phosphate hexosyltransferase [EC:2.4.1.-]
* R7A2020_03360       K01920  131.70  434.0  9.2e-131 glutathione synthase [EC:6.3.2.3]
* R7A2020_03365       K07391  138.53  697.4  6.1e-210 magnesium chelatase family protein
* R7A2020_03370       K16137  116.90  131.9   1.8e-38 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
* R7A2020_03380       K01638  123.13  391.5    3e-117 malate synthase [EC:2.3.3.9]
* R7A2020_03395       K23886   38.97   74.1   5.1e-21 CDGSH iron-sulfur domain-containing protein 3
* R7A2020_03410       K22486  161.00  169.0     8e-50 transcriptional regulator HilA, main transcriptional regulator of SPI1
* R7A2020_03420       K01593  376.70  490.8  2.6e-147 aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
* R7A2020_03445       K12262   82.17  170.3     1e-50 superoxide oxidase [EC:1.10.3.17]
