locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0,rhizo.state,GIFU.state,NFR5.state,COL0.state,ICE.state,invitro.state,TB.state,TY.state,GR.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,DESeq2.LRT,ICESym.DESeq2.LRT,ICESym,WT1.INPUT.norm,WT3.INPUT.norm,NS1.INPUT.norm,NS3.INPUT.nrom,WT1.NFR5.norm,WT3.NFR5.norm,NS1.NFR5.norm,NS3.NFR5.norm,WT1.GIFU.norm,WT3.GIFU.norm,NS1.GIFU.norm,NS3.GIFU.norm,WT1.COL0.norm,WT3.COL0.norm,NS1.COL0.norm,NS3.COL0.norm,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chrom.cluster,ICESym.cluster
R7A2020_00220,0.057,0.094,0.044,0.048,0.036,0.057,0.084,0.041,0.038,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,peptidase,K07231,putative iron-regulated protein,irpA,P,Imelysin,R7A2020_00220,43352,44641,1290,-1,TRUE,FALSE,FALSE,1424.4,1489.3,1310.8,1917.5,1170.2,1145.7,957.4,1091.8,1199.0,1939.0,825.7,1133.1,1609.0,1631.7,1475.6,518.2,1305.675,0.203,0.487,6.398,0.494,0.839,NA,NA
R7A2020_00225,0.003,0.001,0,0,0.001,0.013,0.001,0,0.001,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,S,FAD-dependent oxidoreductase,K00529,3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3],thcD,S,pyridine nucleotide-disulfide oxidoreductase,R7A2020_00225,45077,46330,1254,1,FALSE,FALSE,FALSE,8.5,43.3,402.5,68.8,0.0,0.0,109.3,2.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00230,0.089,0.144,0.083,0.068,0.073,0.098,0.162,0.09,0.08,0.062,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,4-aminobutyrate--2-oxoglutarate transaminase,K00823,4-aminobutyrate aminotransferase [EC:2.6.1.19],gabT,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,R7A2020_00230,46435,47712,1278,-1,TRUE,FALSE,FALSE,2604.6,2396.0,2471.3,2729.0,3613.0,4849.0,3474.1,2801.3,2840.3,2768.8,3075.2,2515.7,4843.1,4044.4,2463.6,2239.3,3112.350,0.833,0.279,21.623,0.003,0.090,NA,NA
R7A2020_00235,0.079,0.153,0.097,0.072,0.061,0.088,0.147,0.069,0.06,0.056,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,efflux RND transporter periplasmic adaptor subunit,K21136,"membrane fusion protein, multidrug efflux system",triA,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,R7A2020_00235,47950,49089,1140,1,TRUE,FALSE,FALSE,1466.8,2089.1,2092.3,2095.0,2380.0,4053.1,1592.2,3168.5,2869.7,2539.5,2030.0,2279.8,1013.8,4330.4,2106.2,2853.0,2439.058,0.361,0.512,3.487,0.837,0.969,NA,NA
R7A2020_00240,0.105,0.157,0.079,0.07,0.093,0.111,0.164,0.081,0.095,0.064,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,efflux RND transporter periplasmic adaptor subunit,K21137,"membrane fusion protein, multidrug efflux system",NA,M,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,R7A2020_00240,49086,50156,1071,1,TRUE,FALSE,FALSE,2680.8,3853.2,2761.4,2957.2,1821.1,2734.5,2872.2,2717.8,2979.0,2472.9,1965.0,2225.1,2177.7,4295.4,3852.5,966.8,2715.425,-0.094,0.485,3.274,0.859,0.975,NA,NA
R7A2020_00245,0.092,0.142,0.084,0.069,0.064,0.082,0.147,0.076,0.082,0.057,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,efflux RND transporter permease subunit,K21134,multidrug efflux pump,czcA,V,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,R7A2020_00245,50153,53212,3060,1,TRUE,FALSE,FALSE,8034.1,7638.9,5969.8,6467.5,7409.2,6933.7,7041.7,4674.6,8215.5,6826.5,7513.8,8591.7,7354.4,5188.9,7065.5,5293.2,6903.110,0.201,0.266,6.317,0.503,0.844,NA,NA
R7A2020_00250,0.06,0.113,0.05,0.057,0.052,0.072,0.11,0.033,0.06,0.039,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter ATP-binding protein,NA,NA,dppFch3,EP,ABC transporter,R7A2020_00250,53287,54033,747,-1,TRUE,FALSE,FALSE,649.4,1162.3,1987.8,699.2,1709.4,2262.5,1028.5,1533.9,1217.5,988.0,443.6,499.1,2167.6,1125.1,1251.5,1559.6,1270.120,0.484,0.529,17.201,0.016,0.206,NA,NA
R7A2020_00255,0.065,0.111,0.049,0.058,0.05,0.08,0.128,0.065,0.073,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter ATP-binding protein,K02031,peptide/nickel transport system ATP-binding protein,dppD,EP,ABC-type dipeptide oligopeptide nickel transport system ATPase component,R7A2020_00255,54030,54866,837,-1,TRUE,FALSE,FALSE,2399.9,1362.5,1640.1,1759.4,1798.8,738.3,1151.0,2025.3,994.7,909.6,1330.9,1651.2,1453.8,1322.5,2060.1,1018.5,1480.462,-0.292,0.501,4.955,0.665,0.917,NA,NA
R7A2020_00260,0.068,0.089,0.042,0.046,0.045,0.073,0.115,0.06,0.047,0.05,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K02034,peptide/nickel transport system permease protein,ddpC,EP,membrane component,R7A2020_00260,54863,55783,921,-1,TRUE,FALSE,FALSE,1681.4,1270.0,1135.7,1869.2,1227.0,900.2,1621.1,831.7,656.7,1149.2,1323.9,1651.2,1167.9,1417.6,1491.8,1288.3,1296.426,-0.400,0.468,4.433,0.729,0.937,NA,NA
R7A2020_00265,0.085,0.126,0.073,0.062,0.063,0.094,0.118,0.064,0.059,0.051,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K02033,peptide/nickel transport system permease protein,dppBch3,EP,ABC-type dipeptide oligopeptide nickel transport,R7A2020_00265,55780,56841,1062,-1,TRUE,FALSE,FALSE,2287.0,1533.6,2033.5,1883.7,1546.8,3591.1,902.1,1040.5,2013.7,2339.8,1616.6,1326.8,2635.0,1859.5,1960.9,1215.8,1865.446,0.680,0.431,13.404,0.063,0.400,NA,NA
R7A2020_00270,0.072,0.09,0.041,0.043,0.041,0.071,0.117,0.062,0.054,0.049,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter substrate-binding protein,K02035,peptide/nickel transport system substrate-binding protein,dppAch3,E,ABC-type dipeptide transport system periplasmic component,R7A2020_00270,56860,58503,1644,-1,TRUE,FALSE,FALSE,2308.2,1901.9,2302.7,2239.9,2099.7,770.1,2428.4,3609.5,2749.4,1541.2,2028.8,1988.1,2385.6,1889.2,2240.6,3247.7,2238.757,-0.949,0.445,7.084,0.420,0.802,NA,NA
R7A2020_00275,0.057,0.107,0.056,0.05,0.051,0.054,0.114,0.056,0.05,0.049,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,lytic murein transglycosylase,K08305,membrane-bound lytic murein transglycosylase B [EC:4.2.2.-],mltB,M,Lytic murein transglycosylase,R7A2020_00275,58765,60012,1248,-1,TRUE,FALSE,FALSE,1739.2,1193.5,967.1,1389.9,1592.4,1176.5,2715.5,1071.5,3122.8,2288.8,1710.6,1440.6,1738.7,1821.9,1385.4,1701.7,1693.231,-0.171,0.448,9.293,0.232,0.668,NA,NA
R7A2020_00280,0.12,0.165,0.095,0.068,0.079,0.112,0.167,0.085,0.078,0.07,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,recombination protein RecR,K06187,recombination protein RecR,recR,L,May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,recR,60033,60638,606,-1,TRUE,FALSE,FALSE,1727.9,2072.0,1142.2,1133.9,3135.8,539.6,1215.5,692.6,823.2,2064.7,799.0,1226.8,1344.4,847.6,2002.8,1273.2,1380.982,0.153,0.635,5.534,0.595,0.886,NA,NA
R7A2020_00285,0.092,0.101,0.048,0.039,0.048,0.086,0.131,0.069,0.076,0.054,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,cell wall hydrolase,K01449,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],cwlJ,M,Cell wall hydrolyses involved in spore germination,R7A2020_00285,60730,61731,1002,-1,TRUE,FALSE,FALSE,2008.9,1930.1,1837.5,1697.8,1093.7,618.1,2486.4,2357.1,1008.1,671.5,1019.6,2157.7,2257.8,1163.3,1607.7,847.6,1551.965,-0.534,0.491,17.032,0.017,0.211,NA,NA
R7A2020_00290,0.049,0.075,0.037,0.049,0.037,0.08,0.086,0.026,0.046,0.052,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00290,61961,62368,408,-1,TRUE,FALSE,FALSE,619.7,317.0,530.6,365.9,521.9,236.5,613.7,548.1,415.4,149.4,229.9,165.3,307.2,324.1,672.4,238.3,392.064,-0.277,0.774,5.424,0.608,0.890,NA,NA
R7A2020_00295,0.101,0.138,0.087,0.065,0.083,0.101,0.17,0.058,0.098,0.087,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,YbaB/EbfC family nucleoid-associated protein,K09747,uncharacterized protein,ybaB,S,"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection",R7A2020_00295,62444,62767,324,-1,TRUE,FALSE,FALSE,817.4,437.7,1033.7,644.8,715.4,416.3,954.8,719.3,591.1,673.7,541.2,572.9,779.6,291.1,1187.0,1247.4,728.487,-1.119,0.588,7.441,0.384,0.780,NA,NA
R7A2020_00300,0,0,0,0,0,0,0.001,0,0,0.001,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,L,DNA polymerase III subunit gamma/tau,K02343,DNA polymerase III subunit gamma/tau [EC:2.7.7.7],dnaX,L,"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity",R7A2020_00300,62791,64608,1818,-1,FALSE,FALSE,FALSE,1.4,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00305,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,NA,NA,NA,NA,NA,NA,ffs,64712,64808,97,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00310,0.084,0.146,0.081,0.07,0.062,0.073,0.148,0.076,0.073,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,HIT domain-containing protein,NA,NA,MA20_21960,FG,Histidine triad (HIT) protein,R7A2020_00310,64953,65372,420,1,TRUE,FALSE,FALSE,1392.0,777.9,814.2,1182.2,1803.1,693.6,862.6,593.0,1486.6,1107.8,1429.6,968.8,1296.7,969.8,1677.6,1717.5,1175.954,-0.457,0.517,6.196,0.517,0.851,NA,NA
R7A2020_00315,0.073,0.116,0.066,0.051,0.06,0.091,0.141,0.071,0.071,0.061,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NAD(+) diphosphatase,K03426,NAD+ diphosphatase [EC:3.6.1.22],nudC,L,NADH pyrophosphatase-like rudimentary NUDIX domain,nudC,65444,66388,945,1,TRUE,FALSE,FALSE,1774.5,2115.3,1198.4,3073.1,2019.8,1421.9,1945.1,2082.0,1945.6,3121.5,3169.2,2015.5,1055.4,2558.2,3058.8,1444.1,2129.413,-0.401,0.513,2.430,0.932,0.995,NA,NA
R7A2020_00320,0.073,0.084,0.046,0.031,0.031,0.057,0.073,0.046,0.031,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,Dabb family protein,NA,NA,NA,S,Stress responsive A/B Barrel Domain,R7A2020_00320,66420,66725,306,1,TRUE,FALSE,FALSE,590.1,487.1,718.8,260.8,45.6,588.2,574.2,72.8,195.1,445.9,353.0,164.3,272.7,625.6,103.4,78.9,349.684,1.783,1.072,6.339,0.501,0.844,NA,NA
R7A2020_00325,0.102,0.015,0.003,0.005,0.008,0.084,0.016,0.005,0,0.011,RHIZO-ES,RHIZO-ES,RHIZO-ES,RHIZO-ES,NA,NE,NE,NE,GR-ES,E,prephenate dehydratase,K04518,prephenate dehydratase [EC:4.2.1.51],pheA,E,Prephenate dehydratase,R7A2020_00325,66722,67585,864,-1,FALSE,FALSE,FALSE,2850.3,1879.8,2591.5,1882.5,0.0,40.7,0.0,2.1,0.0,26.6,132.4,1.1,12.2,318.3,381.9,54.5,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00330,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,M,3-deoxy-manno-octulosonate cytidylyltransferase,K00979,3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38],kdsB,M,Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria,R7A2020_00330,67622,68350,729,-1,FALSE,FALSE,FALSE,1.4,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00335,0.036,0.031,0.014,0.02,0.013,0.042,0.054,0.022,0.016,0.029,RHIZO-GD,RHIZO-GD,RHIZO-GD,RHIZO-GD,NA,NE,NE,TY-GD,GR-GD,C,cytochrome c family protein,K08738,cytochrome c,cycM,C,"Cytochrome c, class I",R7A2020_00335,68544,69191,648,1,FALSE,FALSE,FALSE,742.6,236.5,473.1,518.0,357.7,188.8,97.5,69.6,146.3,93.2,133.6,650.8,64.9,41.4,172.7,125.6,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00340,0.038,0.069,0.038,0.021,0.035,0.05,0.071,0.031,0.036,0.028,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter substrate-binding protein,K13893,microcin C transport system substrate-binding protein,yejA,E,ABC-type oligopeptide transport system periplasmic component,R7A2020_00340,69363,71240,1878,1,TRUE,FALSE,FALSE,1098.3,1038.5,1144.8,1916.3,459.2,866.5,1141.8,1800.5,2040.6,733.6,528.4,1462.7,1731.6,1730.7,1975.9,1300.5,1313.957,-1.319,0.574,8.468,0.293,0.720,NA,NA
R7A2020_00345,0.062,0.099,0.054,0.046,0.047,0.069,0.114,0.058,0.058,0.05,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter substrate-binding protein,K13893,microcin C transport system substrate-binding protein,yejA,E,ABC-type oligopeptide transport system periplasmic component,R7A2020_00345,71240,73108,1869,1,TRUE,FALSE,FALSE,2342.0,2080.0,2888.2,2550.3,1831.5,2252.6,2080.8,1997.4,2360.2,2500.3,1975.4,1859.7,1426.5,1437.0,2170.7,2629.7,2154.738,-0.247,0.290,12.810,0.077,0.435,NA,NA
R7A2020_00350,0.027,0.032,0.011,0.013,0.012,0.036,0.045,0.019,0.014,0.019,RHIZO-GD,RHIZO-GD,RHIZO-GD,RHIZO-GD,NA,NE,NE,NE,NE,P,microcin C ABC transporter permease YejB,K13894,microcin C transport system permease protein,yejB,P,binding-protein-dependent transport systems inner membrane component,R7A2020_00350,73139,74233,1095,1,FALSE,FALSE,FALSE,758.1,304.9,903.0,487.8,484.9,159.0,596.6,238.7,360.7,312.1,663.1,222.2,43.6,441.3,317.4,989.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00355,0.039,0.052,0.021,0.015,0.023,0.034,0.037,0.016,0.021,0.013,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K13895,microcin C transport system permease protein,yejE,P,transport system permease component,R7A2020_00355,74233,75378,1146,1,TRUE,FALSE,FALSE,626.8,741.7,454.8,673.8,251.9,1778.6,650.6,331.8,233.7,835.7,185.8,468.6,154.1,782.9,294.6,546.9,564.495,1.256,0.908,4.252,0.750,0.942,NA,NA
R7A2020_00360,0.045,0.055,0.025,0.02,0.02,0.032,0.056,0.026,0.025,0.019,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter ATP-binding protein,K13896,microcin C transport system ATP-binding protein,yejF,P,Belongs to the ABC transporter superfamily,R7A2020_00360,75375,77006,1632,1,TRUE,FALSE,FALSE,1408.9,1402.8,738.4,916.5,1067.1,1567.0,572.9,631.6,289.2,1189.9,914.0,1748.0,466.4,1486.2,572.6,1068.7,1005.104,0.668,0.656,6.571,0.475,0.832,NA,NA
R7A2020_00365,0.072,0.116,0.055,0.056,0.069,0.069,0.127,0.059,0.061,0.055,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,glyoxylate/hydroxypyruvate reductase A,K12972,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],ghrA,EH,2-hydroxyacid dehydrogenase,R7A2020_00365,77036,77977,942,1,TRUE,FALSE,FALSE,1119.5,1514.5,1007.6,1552.9,1717.1,1151.6,1239.2,1712.7,1980.9,890.4,2177.5,1284.7,1210.5,1533.4,2145.6,521.1,1425.104,0.093,0.581,0.732,0.998,1.000,NA,NA
R7A2020_00370,0.069,0.115,0.06,0.053,0.039,0.078,0.124,0.048,0.053,0.058,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,AAA family ATPase,NA,NA,adk,F,AAA domain,R7A2020_00370,77986,78495,510,-1,TRUE,FALSE,FALSE,722.8,502.1,1029.8,1162.8,917.4,511.7,655.8,362.9,1548.8,773.5,1969.6,1228.9,317.3,652.2,1208.5,1550.3,946.972,-0.963,0.562,19.402,0.007,0.133,NA,NA
R7A2020_00375,0.052,0.101,0.052,0.049,0.033,0.065,0.111,0.039,0.062,0.056,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00375,78583,78942,360,-1,TRUE,FALSE,FALSE,314.8,507.2,801.1,210.1,440.2,217.6,368.7,325.4,405.3,102.8,219.5,86.3,190.6,564.2,439.3,404.8,351.190,-0.373,0.905,4.413,0.731,0.938,NA,NA
R7A2020_00380,0.079,0.138,0.083,0.056,0.051,0.097,0.136,0.06,0.064,0.064,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,class I SAM-dependent methyltransferase,NA,NA,MA20_22060,S,Methyltransferase,R7A2020_00380,79072,79989,918,-1,TRUE,FALSE,FALSE,1898.8,1755.0,1597.0,2025.0,1763.5,1445.8,1455.2,1198.9,1639.6,1607.7,2198.4,1585.9,1473.1,2854.6,998.7,622.3,1636.291,0.972,0.413,13.952,0.052,0.377,NA,NA
R7A2020_00385,0.089,0.133,0.064,0.057,0.079,0.092,0.127,0.063,0.065,0.064,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ligase-associated DNA damage response exonuclease,K07577,putative mRNA 3-end processing factor,MA20_22065,J,exonuclease of the beta-lactamase fold involved in RNA processing,R7A2020_00385,80141,81148,1008,1,TRUE,FALSE,FALSE,1818.3,1544.7,1961.6,1923.6,1883.0,1407.0,1730.5,1057.6,1239.4,1598.8,1994.0,1548.0,2804.3,2842.9,1598.7,2884.5,1869.749,-0.461,0.393,11.230,0.129,0.540,NA,NA
R7A2020_00390,0.055,0.102,0.052,0.041,0.05,0.043,0.089,0.032,0.045,0.037,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,cisplatin damage response ATP-dependent DNA ligase,K10747,DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7],lig,L,DNA ligase,R7A2020_00390,81153,82754,1602,1,TRUE,FALSE,FALSE,2929.3,1148.2,1625.7,1290.8,2299.2,1485.5,4029.8,1205.3,1529.4,2172.0,1200.8,1830.2,1745.8,2591.2,3542.3,2016.1,2044.180,-0.568,0.540,5.298,0.624,0.898,NA,NA
R7A2020_00395,0.071,0.105,0.058,0.045,0.044,0.081,0.117,0.058,0.057,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00395,82759,83904,1146,-1,TRUE,FALSE,FALSE,1094.1,1788.2,2254.4,2654.1,3120.4,1631.6,2157.1,1870.0,1555.5,1061.9,1886.0,890.9,1562.3,2849.4,1329.2,2483.3,1891.636,0.303,0.489,7.575,0.372,0.771,NA,NA
R7A2020_00400,0,0,0,0,0,0.015,0.015,0,0.015,0.015,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,NA,NA,NA,NA,NA,NA,R7A2020_00400,84193,84268,76,1,FALSE,FALSE,FALSE,0.0,0.0,35.3,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00405,0.056,0.068,0.037,0.037,0.012,0.074,0.093,0.049,0.049,0.031,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,YodC family protein,NA,NA,NA,S,Uncharacterized small protein (DUF2158),R7A2020_00405,84419,84607,189,1,TRUE,FALSE,FALSE,183.5,60.4,232.6,254.8,390.4,117.3,36.9,148.8,8.4,63.6,55.7,256.9,211.9,36.2,172.1,162.9,149.954,0.586,1.293,5.559,0.592,NA,NA,NA
R7A2020_00410,0.07,0.123,0.059,0.059,0.04,0.061,0.155,0.064,0.08,0.056,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,acid-shock protein,NA,NA,NA,DTZ,"EF-hand, calcium binding motif",R7A2020_00410,84817,85254,438,1,TRUE,FALSE,FALSE,504.0,457.9,410.4,597.7,536.5,739.3,2747.1,731.1,886.2,150.9,229.9,905.6,292.0,650.2,2079.3,122.7,753.355,-0.799,1.191,5.338,0.619,0.895,NA,NA
R7A2020_00415,0.092,0.126,0.076,0.084,0.059,0.113,0.155,0.09,0.088,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,RNA polymerase sigma factor,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",sigW,K,Belongs to the sigma-70 factor family. ECF subfamily,R7A2020_00415,85279,85836,558,1,TRUE,FALSE,FALSE,1550.1,1507.5,2413.8,1027.6,2269.1,345.8,717.7,1309.1,1391.5,1030.1,915.1,1512.2,1435.6,1451.2,552.2,2352.7,1365.679,-0.167,0.708,1.666,0.976,1.000,NA,NA
R7A2020_00420,0.036,0.043,0.017,0.021,0.026,0.056,0.058,0.034,0.032,0.026,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00420,85854,86402,549,1,TRUE,FALSE,FALSE,372.7,366.3,910.9,576.0,295.8,732.3,495.2,530.9,126.1,372.0,389.0,439.1,460.3,55.0,786.5,406.2,458.483,-0.228,0.861,5.795,0.564,0.876,NA,NA
R7A2020_00425,0.005,0.008,0.008,0.003,0,0.015,0.015,0.008,0.008,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,P,periplasmic heavy metal sensor,NA,NA,NA,S,Heavy-metal resistance,R7A2020_00425,86399,86854,456,1,FALSE,FALSE,FALSE,40.9,7.0,269.2,2.4,12.0,0.0,139.6,6.4,102.6,95.4,47.6,4.2,0.0,0.0,1.2,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00430,0.097,0.144,0.093,0.072,0.081,0.093,0.131,0.055,0.051,0.068,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00430,86964,87239,276,1,TRUE,FALSE,FALSE,509.6,742.7,492.7,204.1,198.6,656.8,384.5,63.2,374.2,562.0,413.4,534.9,335.6,696.8,689.1,127.8,437.755,0.054,0.933,2.916,0.893,0.984,NA,NA
R7A2020_00435,0.086,0.13,0.067,0.065,0.068,0.108,0.166,0.083,0.086,0.088,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF1800 family protein,NA,NA,NA,S,Protein of unknown function (DUF1800),R7A2020_00435,87355,88851,1497,1,TRUE,FALSE,FALSE,2800.8,2769.4,4193.8,3917.2,2624.2,2938.2,4195.8,3708.0,2335.8,1887.3,3747.6,2710.5,3624.5,4802.0,7338.7,7244.0,3813.833,-1.405,0.271,59.564,0.000,0.000,5,NA
R7A2020_00440,0.085,0.135,0.071,0.068,0.069,0.095,0.148,0.071,0.083,0.066,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF1501 domain-containing protein,NA,NA,MA20_05265,S,Protein of unknown function (DUF1501),R7A2020_00440,88891,90150,1260,1,TRUE,FALSE,FALSE,2089.3,2793.5,3030.6,2822.0,4229.5,3537.4,2280.9,3836.4,2998.3,2603.8,1952.2,2194.5,2209.2,2160.3,2206.0,1589.8,2663.047,1.019,0.331,14.843,0.038,0.323,NA,NA
R7A2020_00445,0.075,0.124,0.072,0.06,0.058,0.072,0.109,0.055,0.057,0.044,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,acyl-[ACP]--phospholipid O-acyltransferase,K05939,acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20],aas,EGP,Major facilitator Superfamily,R7A2020_00445,90773,94174,3402,-1,TRUE,FALSE,FALSE,5368.8,7600.7,5767.2,4112.8,6288.0,8437.1,5475.8,7843.1,5857.1,7025.4,5005.3,4441.7,6598.1,5673.5,5615.0,4795.8,6005.068,0.486,0.286,8.671,0.277,0.706,NA,NA
R7A2020_00450,0.061,0.112,0.057,0.045,0.051,0.063,0.099,0.043,0.049,0.042,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,indolepyruvate oxidoreductase subunit beta family protein,K00180,"indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]",NA,C,Involved in the incorporation of exogenous aryl acids in the biosynthesis of aromatic amino acids catalysis of the ferredoxin-dependent oxidative decarboxylation of arylpyruvates,R7A2020_00450,94464,96020,1557,-1,TRUE,FALSE,FALSE,2551.0,1243.8,1705.5,2006.9,1944.1,1937.6,1829.2,2134.4,2313.9,2822.0,1263.5,2101.9,1104.1,2016.7,1556.9,3613.7,2013.612,-0.429,0.469,4.410,0.732,0.938,NA,NA
R7A2020_00455,0.083,0.118,0.062,0.053,0.058,0.075,0.136,0.068,0.069,0.051,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,indolepyruvate ferredoxin oxidoreductase subunit alpha,K00179,"indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]",NA,C,Indolepyruvate ferredoxin oxidoreductase,R7A2020_00455,96013,98166,2154,-1,TRUE,FALSE,FALSE,3118.5,4912.8,3017.6,3248.2,4036.1,2325.1,3209.4,3021.8,3140.4,3183.6,3979.9,3277.1,6586.9,3299.0,3027.7,915.1,3400.562,0.677,0.457,9.274,0.234,0.670,NA,NA
