locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym,NSTB_ii,NSGR_ii,NSTY_ii,WTTB_ii,WTGR_ii,WTTY_ii,TY_state,GR_state,TB_state,NS_ii,WT_ii,ES_state,ICE_state
R7A2020_00410,NA,acid-shock protein,NA,NA,NA,DTZ,"EF-hand, calcium binding motif",R7A2020_00410,84817,85254,438,1,FALSE,0.061497326,0.034759358,0.024064171,0.069518717,0.040106952,0.042780749,NE,NE,NE,0.139037433,0.139037433,NE,NA
R7A2020_00415,NA,RNA polymerase sigma factor,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",sigW,K,Belongs to the sigma-70 factor family. ECF subfamily,R7A2020_00415,85279,85836,558,1,FALSE,0.113445378,0.058823529,0.050420168,0.092436975,0.048319328,0.054621849,NE,NE,NE,0.224789916,0.197478992,NE,NA
R7A2020_00420,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00420,85854,86402,549,1,FALSE,0.055555556,0.042735043,0.040598291,0.036324786,0.02991453,0.036324786,NE,NE,NE,0.108974359,0.094017094,NE,NA
R7A2020_00425,P,periplasmic heavy metal sensor,NA,NA,NA,S,Heavy-metal resistance,R7A2020_00425,86399,86854,456,1,FALSE,0.015424165,0.007712082,0.007712082,0.005141388,0.010282776,0.007712082,TY-ES,GR-ES,TB-ES,0.041131105,0.025706941,GD,NA
R7A2020_00430,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00430,86964,87239,276,1,FALSE,0.093220339,0.063559322,0.059322034,0.097457627,0.046610169,0.063559322,NE,NE,NE,0.199152542,0.203389831,NE,NA
R7A2020_00435,NA,DUF1800 family protein,NA,NA,NA,S,Protein of unknown function (DUF1800),R7A2020_00435,87355,88851,1497,1,FALSE,0.107535322,0.070643642,0.063579278,0.0855573,0.047880691,0.068288854,NE,NE,NE,0.226844584,0.196232339,NE,NA
R7A2020_00440,NA,DUF1501 domain-containing protein,NA,NA,MA20_05265,S,Protein of unknown function (DUF1501),R7A2020_00440,88891,90150,1260,1,FALSE,0.095238095,0.053221289,0.04388422,0.08496732,0.042016807,0.058823529,NE,NE,NE,0.195144725,0.176470588,NE,NA
R7A2020_00445,NA,acyl-[ACP]--phospholipid O-acyltransferase,K05939,acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20],aas,EGP,Major facilitator Superfamily,R7A2020_00445,90773,94174,3402,-1,FALSE,0.071576763,0.050484094,0.052213001,0.07538036,0.038035961,0.059820194,NE,NE,NE,0.163554633,0.176002766,NE,NA
R7A2020_00450,NA,indolepyruvate oxidoreductase subunit beta family protein,K00180,"indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]",NA,C,Involved in the incorporation of exogenous aryl acids in the biosynthesis of aromatic amino acids catalysis of the ferredoxin-dependent oxidative decarboxylation of arylpyruvates,R7A2020_00450,94464,96020,1557,-1,FALSE,0.063396226,0.052830189,0.038490566,0.061132075,0.036981132,0.04,NE,NE,NE,0.156981132,0.143396226,NE,NA
R7A2020_00455,NA,indolepyruvate ferredoxin oxidoreductase subunit alpha,K00179,"indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]",NA,C,Indolepyruvate ferredoxin oxidoreductase,R7A2020_00455,96013,98166,2154,-1,FALSE,0.075327511,0.056768559,0.057860262,0.082969432,0.045305677,0.040393013,NE,NE,NE,0.186135371,0.177401747,NE,NA
R7A2020_00460,NA,MarR family transcriptional regulator,NA,NA,NA,K,helix_turn_helix multiple antibiotic resistance protein,R7A2020_00460,98274,98756,483,-1,FALSE,0.077858881,0.063260341,0.058394161,0.070559611,0.04136253,0.053527981,NE,NE,NE,0.189781022,0.175182482,NE,NA
R7A2020_00465,NA,NAD(P)/FAD-dependent oxidoreductase,NA,NA,NA,Q,Flavin containing amine oxidoreductase,R7A2020_00465,98756,100327,1572,-1,FALSE,0.064323111,0.045624533,0.049364248,0.074794316,0.036649215,0.048616305,NE,NE,NE,0.157816006,0.155572177,NE,NA
R7A2020_00470,NA,cyclase family protein,K01475,isatin hydrolase [EC:3.5.2.20],hemA,S,Putative cyclase,R7A2020_00470,100385,101176,792,-1,FALSE,0.057863501,0.060830861,0.040059347,0.074183976,0.037091988,0.051928783,NE,NE,NE,0.160237389,0.154302671,NE,NA
R7A2020_00475,NA,NAD(P)/FAD-dependent oxidoreductase,NA,NA,NA,Q,COG1233 Phytoene dehydrogenase and related,R7A2020_00475,101297,102871,1575,1,FALSE,0.053731343,0.040298507,0.042537313,0.058955224,0.026119403,0.042537313,NE,NE,NE,0.125373134,0.123134328,NE,NA
R7A2020_00480,NA,ABC transporter substrate-binding protein,K02035,peptide/nickel transport system substrate-binding protein,NA,E,ABC transporter substrate-binding protein,R7A2020_00480,102982,104511,1530,1,FALSE,0.054573405,0.04688701,0.04611837,0.04688701,0.03074558,0.04688701,NE,NE,NE,0.142198309,0.126825519,NE,NA
R7A2020_00485,NA,ABC transporter permease,K02033,peptide/nickel transport system permease protein,oppB6,P,"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components",R7A2020_00485,104602,105609,1008,1,FALSE,0.064102564,0.043123543,0.057109557,0.067599068,0.054778555,0.041958042,NE,NE,NE,0.135198135,0.148018648,NE,NA
R7A2020_00490,NA,ABC transporter permease,K02034,peptide/nickel transport system permease protein,NA,P,COG1173 ABC-type dipeptide oligopeptide nickel transport systems permease components,R7A2020_00490,105575,106444,870,1,FALSE,0.059459459,0.066216216,0.068918919,0.071621622,0.05,0.039189189,NE,NE,NE,0.168918919,0.159459459,NE,NA
R7A2020_00495,NA,ABC transporter ATP-binding protein,NA,NA,NA,EP,Belongs to the ABC transporter superfamily,R7A2020_00495,106441,107319,879,1,FALSE,0.066755674,0.05740988,0.041388518,0.089452603,0.042723632,0.049399199,NE,NE,NE,0.168224299,0.193591455,NE,NA
R7A2020_00500,NA,ABC transporter ATP-binding protein,NA,NA,NA,E,ATPases associated with a variety of cellular activities,R7A2020_00500,107312,108148,837,1,FALSE,0.071528752,0.054698457,0.047685835,0.093969144,0.022440393,0.063113604,NE,NE,NE,0.173913043,0.18513324,NE,NA
R7A2020_00505,NA,glyoxalase/bleomycin resistance/dioxygenase family protein,NA,NA,NA,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,R7A2020_00505,108226,108825,600,1,FALSE,0.043137255,0.052941176,0.056862745,0.07254902,0.047058824,0.052941176,NE,NE,NE,0.143137255,0.154901961,NE,NA
R7A2020_00510,NA,bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase,K09461,anthraniloyl-CoA monooxygenase [EC:1.14.13.40],namA,CH,Catalyzes the conversion of salicylyl-CoA to gentisyl-CoA,R7A2020_00510,108968,111262,2295,1,FALSE,0.063012295,0.054303279,0.051741803,0.061987705,0.03227459,0.050204918,NE,NE,NE,0.15420082,0.142418033,NE,NA
R7A2020_00515,NA,SDR family oxidoreductase,NA,NA,NA,IQ,Belongs to the short-chain dehydrogenases reductases (SDR) family,R7A2020_00515,111259,112032,774,1,FALSE,0.077389985,0.048558422,0.037936267,0.069802731,0.048558422,0.04552352,NE,NE,NE,0.160849772,0.159332322,NE,NA
R7A2020_00520,NA,MarR family transcriptional regulator,NA,NA,NA,K,COG1846 Transcriptional regulators,R7A2020_00520,112026,112496,471,1,FALSE,0.08478803,0.039900249,0.049875312,0.072319202,0.017456359,0.029925187,NE,NE,NE,0.179551122,0.142144638,NE,NA
R7A2020_00525,NA,enoyl-CoA hydratase family protein,NA,NA,MA20_38145,I,Belongs to the enoyl-CoA hydratase isomerase family,R7A2020_00525,112493,113305,813,1,FALSE,0.060693642,0.047687861,0.065028902,0.086705202,0.049132948,0.065028902,NE,NE,NE,0.166184971,0.177745665,NE,NA
R7A2020_00530,NA,acyl-CoA dehydrogenase,K00249,acyl-CoA dehydrogenase [EC:1.3.8.7],abmD,I,acyl-CoA dehydrogenase,R7A2020_00530,113305,114453,1149,1,FALSE,0.069529652,0.055214724,0.051124744,0.073619632,0.040899796,0.040899796,NE,NE,NE,0.167689162,0.165644172,NE,NA
R7A2020_00535,J,RidA family protein,K09022,2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10],abmE,J,Endoribonuclease L-PSP,R7A2020_00535,114518,114931,414,1,FALSE,0.039660057,0.039660057,0.028328612,0.050991501,0.039660057,0.008498584,TY-GD,NE,NE,0.110481586,0.101983003,NE,NA
R7A2020_00540,NA,LLM class flavin-dependent oxidoreductase,K17228,dimethylsulfone monooxygenase [EC:1.14.14.35],NA,C,Luciferase-like monooxygenase,R7A2020_00540,114928,116022,1095,-1,FALSE,0.069742489,0.037553648,0.043991416,0.063304721,0.024678112,0.039699571,NE,NE,NE,0.149141631,0.134120172,NE,NA
R7A2020_00545,NA,HpcH/HpaI aldolase/citrate lyase family protein,K02510,4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],NA,G,Belongs to the HpcH HpaI aldolase family,R7A2020_00545,116113,116907,795,1,FALSE,0.064992614,0.026587888,0.035450517,0.064992614,0.036927622,0.042836041,NE,NE,NE,0.137370753,0.152141802,NE,NA
R7A2020_00550,NA,amino acid ABC transporter substrate-binding protein,K02030,polar amino acid transport system substrate-binding protein,NA,ET,Bacterial periplasmic substrate-binding proteins,R7A2020_00550,117308,118105,798,1,FALSE,0.086764706,0.064705882,0.055882353,0.095588235,0.044117647,0.054411765,NE,NE,NE,0.191176471,0.191176471,NE,NA
R7A2020_00555,NA,amino acid ABC transporter permease,K02029,polar amino acid transport system permease protein,yecS,E,"polar amino acid ABC transporter, inner membrane subunit",R7A2020_00555,118257,118931,675,1,FALSE,0.086956522,0.043478261,0.050434783,0.073043478,0.04173913,0.043478261,NE,NE,NE,0.194782609,0.15826087,NE,NA
R7A2020_00560,NA,cysteine desulfurase-like protein,NA,NA,NA,E,Aminotransferase class-V,R7A2020_00560,118980,120254,1275,1,FALSE,0.06359447,0.039631336,0.043317972,0.070967742,0.022119816,0.038709677,NE,NE,NE,0.152073733,0.144700461,NE,NA
R7A2020_00565,NA,dipeptide ABC transporter ATP-binding protein,K02032,peptide/nickel transport system ATP-binding protein,dppF,E,Belongs to the ABC transporter superfamily,R7A2020_00565,120438,121268,831,-1,FALSE,0.1145686,0.050919378,0.050919378,0.090523338,0.038189533,0.052333805,NE,NE,NE,0.216407355,0.200848656,NE,NA
R7A2020_00570,NA,ABC transporter ATP-binding protein,K02031,peptide/nickel transport system ATP-binding protein,gsiA,P,ABC-type dipeptide oligopeptide nickel transport system ATPase component,R7A2020_00570,121265,122122,858,-1,FALSE,0.084815321,0.045143639,0.061559508,0.077975376,0.039671683,0.061559508,NE,NE,NE,0.180574555,0.166894665,NE,NA
R7A2020_00575,NA,ABC transporter permease subunit,K12370,dipeptide transport system permease protein,dppC,EP,COG1173 ABC-type dipeptide oligopeptide nickel transport systems permease components,R7A2020_00575,122125,123048,924,-1,FALSE,0.091603053,0.053435115,0.038167939,0.058524173,0.027989822,0.048346056,NE,NE,NE,0.204834606,0.13740458,NE,NA
R7A2020_00580,NA,ABC transporter permease subunit,K12369,dipeptide transport system permease protein,dppB,EP,"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components",R7A2020_00580,123050,124057,1008,-1,FALSE,0.055944056,0.038461538,0.040792541,0.054778555,0.033799534,0.036130536,NE,NE,NE,0.137529138,0.136363636,NE,NA
R7A2020_00585,NA,ABC transporter substrate-binding protein,K12368,dipeptide transport system substrate-binding protein,dppA,E,ABC-type dipeptide transport system periplasmic component,R7A2020_00585,124108,125700,1593,-1,FALSE,0.066420664,0.053136531,0.057564576,0.056826568,0.033948339,0.039852399,NE,NE,NE,0.169741697,0.135055351,NE,NA
R7A2020_00590,NA,long-chain fatty acid--CoA ligase,K01897,long-chain acyl-CoA synthetase [EC:6.2.1.3],fadD,IQ,AMP-binding enzyme C-terminal domain,R7A2020_00590,126169,128220,2052,1,FALSE,0.115759312,0.07277937,0.051575931,0.083094556,0.039541547,0.053295129,NE,NE,NE,0.220630372,0.175931232,NE,NA
R7A2020_00595,NA,methyltransferase,K22843,ETFB lysine methyltransferase [EC:2.1.1.-],prmA_2,S,Lysine methyltransferase,R7A2020_00595,128393,129067,675,1,FALSE,0.069565217,0.062608696,0.053913043,0.08,0.034782609,0.057391304,NE,NE,NE,0.166956522,0.166956522,NE,NA
R7A2020_00600,NA,HAD family hydrolase,K01091,phosphoglycolate phosphatase [EC:3.1.3.18],gph,S,"Subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E",R7A2020_00600,129051,129773,723,-1,FALSE,0.100813008,0.056910569,0.068292683,0.12195122,0.040650407,0.068292683,NE,NE,NE,0.214634146,0.219512195,NE,NA
R7A2020_00605,NA,glucose-6-phosphate isomerase,K01810,glucose-6-phosphate isomerase [EC:5.3.1.9],pgi,G,Belongs to the GPI family,pgi,129779,131422,1644,-1,FALSE,0.039341917,0.047925608,0.057224607,0.052217454,0.034334764,0.074391989,NE,NE,NE,0.135908441,0.143776824,NE,NA
R7A2020_00610,NA,PLP-dependent aminotransferase family protein,K00375,GntR family transcriptional regulator / MocR family aminotransferase,NA,K,COG1167 Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs,R7A2020_00610,131726,133219,1494,1,FALSE,0.070810386,0.050354052,0.035405193,0.055074744,0.036191975,0.047206924,NE,NE,NE,0.168371361,0.141620771,NE,NA
R7A2020_00615,NA,trimethylamine methyltransferase family protein,K14083,trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250],mttB2,H,Trimethylamine methyltransferase (MTTB),R7A2020_00615,133412,135001,1590,1,FALSE,0.082100592,0.060650888,0.054733728,0.077662722,0.053254438,0.056952663,NE,NE,NE,0.178254438,0.190088757,NE,NA
R7A2020_00620,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00620,135044,135514,471,-1,FALSE,0.069825436,0.049875312,0.037406484,0.074812968,0.042394015,0.044887781,NE,NE,NE,0.154613466,0.16957606,NE,NA
R7A2020_00625,NA,chromate efflux transporter,K07240,chromate transporter,chrA,P,"TIGRFAM chromate transporter, chromate ion transporter (CHR) family",chrA,135507,136898,1392,-1,FALSE,0.101351351,0.052364865,0.046452703,0.078547297,0.046452703,0.058277027,NE,NE,NE,0.190878378,0.185810811,NE,NA
R7A2020_00630,NA,sulfurtransferase,NA,NA,chrB,P,Chromate resistance exported protein,R7A2020_00630,136895,137713,819,-1,FALSE,0.077363897,0.038681948,0.038681948,0.055873926,0.031518625,0.055873926,NE,NE,NE,0.150429799,0.14469914,NE,NA
R7A2020_00635,NA,dihydroxy-acid dehydratase family protein,NA,NA,MA20_27195,EG,Belongs to the IlvD Edd family,R7A2020_00635,137914,139719,1806,-1,FALSE,0.1171875,0.091796875,0.057291667,0.087890625,0.071614583,0.06640625,NE,NE,NE,0.243489583,0.205078125,NE,NA
R7A2020_00640,NA,carbon monoxide dehydrogenase subunit G,K09386,uncharacterized protein,coxG,S,carbon monoxide dehydrogenase subunit G,R7A2020_00640,139869,140318,450,1,FALSE,0.060052219,0.033942559,0.028720627,0.052219321,0.033942559,0.041775457,NE,NE,NE,0.114882507,0.114882507,NE,NA
R7A2020_00645,D,Mrp/NBP35 family ATP-binding protein,K03593,ATP-binding protein involved in chromosome partitioning,mrp,D,Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP,R7A2020_00645,140334,141503,1170,-1,FALSE,0.003015075,0.004020101,0.00201005,0.006030151,0.00201005,0.00201005,TY-ES,GR-ES,TB-ES,0.013065327,0.016080402,CORE-ES,NA
R7A2020_00650,NA,VOC family protein,NA,NA,NA,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,R7A2020_00650,141718,142095,378,1,FALSE,0.055727554,0.055727554,0.061919505,0.095975232,0.080495356,0.099071207,NE,NE,NE,0.148606811,0.229102167,NE,NA
R7A2020_00655,NA,sensor domain-containing diguanylate cyclase,NA,NA,NA,T,Domain present in phytochromes and cGMP-specific phosphodiesterases.,R7A2020_00655,142136,143386,1251,-1,FALSE,0.094924812,0.062030075,0.077067669,0.102443609,0.044172932,0.071428571,NE,NE,NE,0.208646617,0.206766917,NE,NA
R7A2020_00660,NA,LysR family transcriptional regulator,NA,NA,oxyS,K,Transcriptional regulator,R7A2020_00660,143559,144458,900,1,FALSE,0.073202614,0.065359477,0.054901961,0.088888889,0.041830065,0.073202614,NE,NE,NE,0.193464052,0.2,NE,NA
R7A2020_00665,NA,formate dehydrogenase subunit gamma,NA,NA,fdsG,C,COG1905 NADH ubiquinone oxidoreductase 24 kD subunit,R7A2020_00665,144594,145073,480,1,FALSE,0.080882353,0.053921569,0.058823529,0.075980392,0.036764706,0.051470588,NE,NE,NE,0.183823529,0.164215686,NE,NA
R7A2020_00670,NA,NADH-quinone oxidoreductase subunit NuoF,NA,NA,fdsB,C,NADH ubiquinone oxidoreductase NADH-binding (51 kD) subunit,R7A2020_00670,145070,146626,1557,1,FALSE,0.082264151,0.07245283,0.055849057,0.060377358,0.041509434,0.062641509,NE,NE,NE,0.194716981,0.150188679,NE,NA
R7A2020_00675,NA,formate dehydrogenase subunit alpha,K00123,formate dehydrogenase major subunit [EC:1.17.1.9],fdsA,C,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,fdhF,146637,149549,2913,1,FALSE,0.073475979,0.056519984,0.057731126,0.069438837,0.039160275,0.050867985,NE,NE,NE,0.173193379,0.161485668,NE,NA
R7A2020_00680,NA,formate dehydrogenase accessory sulfurtransferase FdhD,K02379,FdhD protein,fdhD,C,Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH,fdhD,149552,150382,831,1,FALSE,0.063649222,0.046676096,0.04950495,0.056577086,0.01980198,0.02970297,NE,NE,NE,0.142857143,0.117397454,NE,NA
R7A2020_00685,NA,formate dehydrogenase subunit delta,K00126,formate dehydrogenase subunit delta [EC:1.17.1.9],fdsD,S,NADH-dependant formate dehydrogenase delta subunit FdsD,R7A2020_00685,150372,150680,309,1,FALSE,0.079545455,0.022727273,0.03030303,0.049242424,0.015151515,0.041666667,NE,NE,NE,0.136363636,0.113636364,NE,NA
R7A2020_00690,NA,alpha/beta fold hydrolase,NA,NA,NA,KT,"Serine aminopeptidase, S33",R7A2020_00690,150795,152348,1554,1,FALSE,0.067322239,0.035552194,0.044629349,0.062783661,0.033282905,0.046898638,NE,NE,NE,0.15279879,0.148260212,NE,NA
R7A2020_00695,NA,carboxymuconolactone decarboxylase family protein,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],pcaC,S,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,R7A2020_00695,152457,152936,480,1,FALSE,0.075980392,0.046568627,0.058823529,0.073529412,0.051470588,0.051470588,NE,NE,NE,0.166666667,0.176470588,NE,NA
R7A2020_00700,NA,nuclear transport factor 2 family protein,NA,NA,NA,S,SnoaL-like domain,R7A2020_00700,153021,153383,363,1,FALSE,0.077669903,0.045307443,0.045307443,0.080906149,0.029126214,0.055016181,NE,NE,NE,0.16828479,0.165048544,NE,NA
R7A2020_00705,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_00705,153421,153735,315,1,FALSE,0.048327138,0.05204461,0.048327138,0.055762082,0.040892193,0.059479554,NE,NE,NE,0.133828996,0.178438662,NE,NA
R7A2020_00710,NA,gamma-aminobutyraldehyde dehydrogenase,K00137,aminobutyraldehyde dehydrogenase [EC:1.2.1.19],prr,C,Belongs to the aldehyde dehydrogenase family,R7A2020_00710,153917,155344,1428,-1,FALSE,0.066666667,0.058436214,0.043621399,0.072427984,0.038683128,0.058436214,NE,NE,NE,0.169547325,0.172016461,NE,NA
R7A2020_00715,NA,ABC transporter permease,NA,NA,ydcV,E,"ABC-type spermidine putrescine transport system, permease component II",R7A2020_00715,155371,156186,816,-1,FALSE,0.05323741,0.04028777,0.027338129,0.067625899,0.031654676,0.048920863,NE,NE,NE,0.135251799,0.155395683,NE,NA
R7A2020_00720,NA,ABC transporter permease,NA,NA,ydcU,E,"ABC-type spermidine putrescine transport system, permease component I",R7A2020_00720,156176,157144,969,-1,FALSE,0.056969697,0.060606061,0.050909091,0.052121212,0.038787879,0.046060606,NE,NE,NE,0.163636364,0.138181818,NE,NA
R7A2020_00725,NA,ABC transporter ATP-binding protein,K02052,putative spermidine/putrescine transport system ATP-binding protein,ydcT,P,Belongs to the ABC transporter superfamily,R7A2020_00725,157141,158139,999,-1,FALSE,0.058754407,0.043478261,0.065804935,0.081081081,0.029377203,0.045828437,NE,NE,NE,0.152761457,0.159811986,NE,NA
R7A2020_00730,NA,ABC transporter substrate-binding protein,K02055,putative spermidine/putrescine transport system substrate-binding protein,ydcS,E,Extracellular solute-binding protein,R7A2020_00730,158314,159468,1155,-1,FALSE,0.090539166,0.053916582,0.059003052,0.079348932,0.047812818,0.077314344,NE,NE,NE,0.190233978,0.170905392,NE,NA
R7A2020_00735,NA,class I SAM-dependent methyltransferase,NA,NA,NA,Q,Putative methyltransferase,R7A2020_00735,159682,160527,846,-1,FALSE,0.040277778,0.05,0.040277778,0.055555556,0.044444444,0.0375,NE,NE,NE,0.123611111,0.138888889,NE,NA
R7A2020_00740,NA,helix-turn-helix domain-containing protein,NA,NA,NA,K,"MerR, DNA binding",R7A2020_00740,160604,161086,483,1,FALSE,0.060827251,0.060827251,0.03892944,0.077858881,0.0486618,0.065693431,NE,NE,NE,0.155717762,0.184914842,NE,NA
